abstract,web_url,snippet,lead_paragraph,print_section,print_page,source,pub_date,document_type,news_desk,section_name,type_of_material,_id,word_count,uri,subsection_name,headline.main,headline.kicker,headline.content_kicker,headline.print_headline,headline.name,headline.seo,headline.sub,byline.original,byline.person
"Theodore W Clymer, who made big impact on education community with study of phonic generalizations, dies at age 77; photo (M)",https://www.nytimes.com/2004/08/15/us/theodore-clymer-77-expert-on-early-reading-education.html,"Theodore W Clymer, who made big impact on education community with study of phonic generalizations, dies at age 77; photo (M)","Theodore W. Clymer, an expert who successfully challenged many common myths of early reading education, died at his home in Carmel, Calif., on July 25. He was 77.",1,42,The New York Times,2004-08-15T05:00:00+0000,article,National Desk,U.S.,Obituary; Biography,nyt://article/8dc0481e-d585-565a-b040-88a6333ab963,623,nyt://article/8dc0481e-d585-565a-b040-88a6333ab963,NA,"Theodore Clymer, 77, Expert On Early Reading Education",NA,NA,"Theodore Clymer, 77, Expert On Early Reading Education",NA,NA,NA,By Lia Miller,
"   The Supreme Court today upheld a Minnesota labor law that, in effect, excludes antiunion faculty members from formal policy discussions with administrators of the state's public colleges.   The Court ruled that it could find ''no basis in the Constitution'' for defending involvement by college faculty members in academic policy-making.    The 6-to-3 decision, written by Associate Justice Sandra Day O'Connor, overturned a ruling by a Federal District Court in Minnesota.",https://www.nytimes.com/1984/02/22/us/justices-uphold-law-that-blocks-policy-role-for-nonunion-faculty.html,,"The Supreme Court today upheld a Minnesota labor law that, in effect, excludes antiunion faculty members from formal policy discussions with administrators of the state's public colleges.",D,20,The New York Times,1984-02-22T05:00:00+0000,article,National Desk,U.S.,News,nyt://article/c66a46f0-f1aa-57a1-bf2c-42f090914637,599,nyt://article/c66a46f0-f1aa-57a1-bf2c-42f090914637,NA,JUSTICES UPHOLD LAW THAT BLOCKS POLICY ROLE FOR NONUNION FACULTY,NA,NA,JUSTICES UPHOLD LAW THAT BLOCKS POLICY ROLE FOR NONUNION FACULTY,NA,NA,NA,NA,
"Family of Jeff Weise, teenager who killed nine people and then himself in Red Lake, Minn, says it is left wondering about the drugs he was prescribed for his waves of depression; Tammy Lussie, his aunt, says Weise began taking antidepressant Prozac after suicide attempt a year ago; Weise and his aunt lived on Red Lake Indian reservation; photo (M)",https://www.nytimes.com/2005/03/26/us/family-wonders-if-prozac-prompted-school-shootings.html,"Family of Jeff Weise, teenager who killed nine people and then himself in Red Lake, Minn, says it is left wondering about the drugs he was prescribed for his waves of depression; Tammy Lussie, his aunt, says Weise began taking antidepressant Proza...","RED LAKE, Minn., March 25 - In their sleepless search for answers, the family of Jeff Weise, the teenager who killed nine people and then himself, says it is left wondering about the drugs he was prescribed for his waves of depression.",A,7,The New York Times,2005-03-26T05:00:00+0000,article,National Desk,U.S.,News,nyt://article/02aabbfa-d183-57e3-af4e-cd89367b17b2,1096,nyt://article/02aabbfa-d183-57e3-af4e-cd89367b17b2,NA,Family Wonders if Prozac Prompted School Shootings,NA,NA,Family Wonders if Prozac Prompted School Shootings,NA,NA,NA,By Monica Davey and Gardiner Harris,
"American Indian College Fund gets $200,000 grant from Philip Morris Companies to help train Indians as teachers in schools on reservations (special section, Education Life) (S)",https://www.nytimes.com/1996/08/04/education/grant-opens-doors-for-native-americans.html,"American Indian College Fund gets $200,000 grant from Philip Morris Companies to help train Indians as teachers in schools on reservations (special section, Education Life) (S)","At Wolf Creek Elementary School on the Pine Ridge Indian Reservation in South Dakota, 98 percent of the 540 students are Indian. But only a handful of the instructors are fluent speakers of Lakota, the language of the Indians who live there.",A,4,The New York Times,1996-08-04T05:00:00+0000,article,Education Life Supplement,Education,News,nyt://article/bebbf857-edc5-5581-bffa-87a112da2242,410,nyt://article/bebbf857-edc5-5581-bffa-87a112da2242,NA,Grant Opens Doors for Native Americans,BLACKBOARD,NA,Grant Opens Doors for Native Americans,NA,NA,NA,By Douglas Martin,
"According to the Africa Fund, an educational and humanitarian organization based in New York, the following colleges and universities have divested themselves since 1977 of all stocks in corporations doing business in South Africa. 1986: Bates College Clark University University of Minnesota Foundation Roosevelt University Seattle University 1985: Arizona State University Barnard College California State University, Northridge Columbia University Evergreen State College Hartford Seminary University of Iowa Iowa State University University of Louisville University of Miami University of Minnesota Mount Holyoke College State University of New York State University of New York, Stonybrook Foundation Ohio State University University of Rhode Island Foundation Rutgers University Temple University University of Vermont Fairfield University University of Kentucky Sarah Lawrence College Teacher's College, New York Western Washington University 1984: Wayne State University City University of New York 1983: Western Michigan University 1982: University of Maine 1981: Lutheran School of Theology 1980: Michigan State University 1978: Antioch College Howard University Ohio University University of Wisconsin 1977: Hampshire College University of Massachusetts",https://www.nytimes.com/1986/04/05/us/colleges-that-have-rid-themselves-of-holdings-in-protest.html,,"According to the Africa Fund, an educational and humanitarian organization based in New York, the following colleges and universities have divested themselves since 1977 of all stocks in corporations doing business in South Africa. 1986: Bates College Clark University University of Minnesota Foundation Roosevelt University Seattle University 1985: Arizona State University Barnard College California State University, Northridge Columbia University Evergreen State College Hartford Seminary University of Iowa Iowa State University University of Louisville University of Miami University of Minnesota Mount Holyoke College State University of New York State University of New York, Stonybrook Foundation Ohio State University University of Rhode Island Foundation Rutgers University Temple University University of Vermont Fairfield University University of Kentucky Sarah Lawrence College Teacher's College, New York Western Washington University 1984: Wayne State University City University of New York 1983: Western Michigan University 1982: University of Maine 1981: Lutheran School of Theology 1980: Michigan State University 1978: Antioch College Howard University Ohio University University of Wisconsin 1977: Hampshire College University of Massachusetts",1,6,The New York Times,1986-04-05T05:00:00+0000,article,National Desk,U.S.,List,nyt://article/96faf426-579a-526f-bd78-1dd3a0adfcc1,166,nyt://article/96faf426-579a-526f-bd78-1dd3a0adfcc1,NA,COLLEGES THAT HAVE RID THEMSELVES OF HOLDINGS IN PROTEST,NA,NA,COLLEGES THAT HAVE RID THEMSELVES OF HOLDINGS IN PROTEST,NA,NA,NA,NA,
LEAD: A third-grade teacher in Arizona put the multiplication tables to music. Fifth graders in an Idaho classroom can reel off the names of all 50 states in 30 seconds or less. And educators on an Indian reservation in Minnesota cut the dropout rate in half by adding Indian culture to the curriculum.,https://www.nytimes.com/1988/12/28/us/education-gold-stars-for-teaching-nuggets.html,,A third-grade teacher in Arizona put the multiplication tables to music. Fifth graders in an Idaho classroom can reel off the names of all 50 states in 30 seconds or less. And educators on an Indian reservation in Minnesota cut the dropout rate in half by adding Indian culture to the curriculum.,B,8,The New York Times,1988-12-28T05:00:00+0000,article,National Desk,U.S.,News,nyt://article/1bac4504-5b04-5fc2-af56-a09936f396ed,438,nyt://article/1bac4504-5b04-5fc2-af56-a09936f396ed,NA,Gold Stars for Teaching Nuggets,EDUCATION,NA,EDUCATION; Gold Stars for Teaching Nuggets,NA,NA,NA,AP,
"  THESE ARE states not often heard from and not anywhere near Silicon Valley, Bell Labs or Route 128. But where do students do best on standardized math tests? In North Dakota, Montana, Iowa, Nebraska, Minnesota and Wisconsin.   It is in this belt that America's student performance comes closest to that of the rest of the industrialized world, at least as measured by the National Assessment of Educational Progress, a Federal Government project. Last year, having tested a random sample in each participating state for the first time in any subject, the project published comparisons of mathematics proficiency among public school eighth-graders in 40 states.  What's Their Secret?    Ever since, these six northern and rural states clustered at the top of the nation's map have been asked -- repeatedly -- what they are doing right. Senator Daniel Patrick Moynihan of New York, writing on The New York Times Op-Ed page, even suggested that since proximity to Canada is a much better predictor of math test performance than per-pupil expenditures on education, ""disadvantaged states should establish summer capitals in the Thousand Islands of the St. Lawrence River.""",https://www.nytimes.com/1992/04/05/education/why-the-heartland-has-math-smarts.html,,"THESE ARE states not often heard from and not anywhere near Silicon Valley, Bell Labs or Route 128. But where do students do best on standardized math tests? In North Dakota, Montana, Iowa, Nebraska, Minnesota and Wisconsin.",A,4,The New York Times,1992-04-05T05:00:00+0000,article,Education Life Supplement,Education,News,nyt://article/dad6f96c-262c-5a11-b927-bcaffb7c07d1,1173,nyt://article/dad6f96c-262c-5a11-b927-bcaffb7c07d1,NA,Why the Heartland Has Math Smarts,NA,NA,Why the Heartland Has Math Smarts,NA,NA,NA,By Laura Mansnerus,
"Repr Bruce F Vento, Minnesota Democrat who championed environmental causes and bank reform during 12 terms in Congress, dies at age 60; photo; he announced in February that he would not seek re-election because of cancer (M)",https://www.nytimes.com/2000/10/11/us/bruce-vento-60-congressman-who-sought-protection-for-the-environment.html,"Repr Bruce F Vento, Minnesota Democrat who championed environmental causes and bank reform during 12 terms in Congress, dies at age 60; photo; he announced in February that he would not seek re-election because of cancer (M)","Representative Bruce F. Vento of Minnesota, a Democrat who championed environmental causes and bank reform during 12 terms in Congress, died today at his home in St. Paul, three days after his 60th birthday.",A,33,The New York Times,2000-10-11T05:00:00+0000,article,National Desk,U.S.,Obituary; Biography,nyt://article/22c92f91-6e66-5157-bce8-6ad80849df91,545,nyt://article/22c92f91-6e66-5157-bce8-6ad80849df91,NA,"Bruce Vento, 60, Congressman Who Sought Protection for the Environment",NA,NA,"Bruce Vento, 60, Congressman Who Sought Protection for the Environment",NA,NA,NA,By David Stout,
"  SCHOOLS clamor for dedicated teachers, while corporations send managers to the unemployment lines. Doesn't seem fair, does it?   The Chevron Corporation doesn't think so. To pare down payroll with a minimum of pain, the San Francisco-based oil company is letting employees with five years' experience, no matter how young, take early retirement. And, in a fillip stemming from equal parts philanthropy and self-interest, Chevron will pay $4,000 toward tuition if they go to school for teaching credentials.",https://www.nytimes.com/1992/01/05/education/blackboard-corporate-incentive-to-teach.html,,"SCHOOLS clamor for dedicated teachers, while corporations send managers to the unemployment lines. Doesn't seem fair, does it?",A,4,The New York Times,1992-01-05T05:00:00+0000,article,Education Life Supplement,Education,News,nyt://article/511fcc88-a8f9-5aa7-b796-3165d35fe70f,209,nyt://article/511fcc88-a8f9-5aa7-b796-3165d35fe70f,NA,Corporate Incentive To Teach,BLACKBOARD,NA,BLACKBOARD; Corporate Incentive To Teach,NA,NA,NA,By Claudia H. Deutsch,
"  A Federal appeals court today upheld a Minnesota law that allows parents to deduct private and parochial school tuition from income that is subject to state income taxes.   The United States Court of Appeals for the Eighth Circuit, in St.  Louis, took note of the national significance of its ruling, in view of questions raised about the constitutionality of President Reagan's proposal to grant Federal income tax credits for tuition paid to private schools. The appellate court invited the United States Supreme Court to resolve the issue.",https://www.nytimes.com/1982/05/01/us/court-upholds-tax-deduction-for-tuition-in-private-schools.html,,A Federal appeals court today upheld a Minnesota law that allows parents to deduct private and parochial school tuition from income that is subject to state income taxes.,1,11,The New York Times,1982-05-01T05:00:00+0000,article,National Desk,U.S.,News,nyt://article/73fcda98-20af-545c-bdb6-3c274dd7210d,404,nyt://article/73fcda98-20af-545c-bdb6-3c274dd7210d,NA,COURT UPHOLDS TAX DEDUCTION FOR TUITION IN PRIVATE SCHOOLS,NA,NA,COURT UPHOLDS TAX DEDUCTION FOR TUITION IN PRIVATE SCHOOLS,NA,NA,NA,AP,
"LEAD: It's the homestretch, educationally speaking.       Spring semester is near its end; graduation is almost at hand.       But along with the flowers, venturing out in the last of the cold, comes seasonal advice on using tax laws when donating to schools, legislation on adult literacy, a renaissance of laboratory schools, and students hitting local stores in a spring fling of consumerism.",https://www.nytimes.com/1990/04/08/education/the-spring-report-starting-over.html,,"It's the homestretch, educationally speaking.",A,4,The New York Times,1990-04-08T05:00:00+0000,article,Education Life,Education,News,nyt://article/d1da89ce-d9b3-58c4-a15d-eee0cd7927ef,1697,nyt://article/d1da89ce-d9b3-58c4-a15d-eee0cd7927ef,NA,  Starting Over,THE SPRING REPORT,NA,THE SPRING REPORT;   Starting Over,NA,NA,NA,By Edward B. Fiske,
LEAD: TWENTY-THREE parents with jobs downtown in Minnesota's capital of St. Paul now have something extra to drop off on their way to work - their children.,https://www.nytimes.com/1989/11/05/education/blackboard-in-st-paul-workers-take-kindergarten-with-them.html,LEAD: TWENTY-THREE parents with jobs downtown in Minnesota's capital of St. Paul now have something extra to drop off on their way to work - their children.,LEAD: TWENTY-THREE parents with jobs downtown in Minnesota's capital of St. Paul now have something extra to drop off on their way to work - their children.,4A,10,The New York Times,1989-11-05T05:00:00+0000,article,Education Life,Education,News,nyt://article/297c9c2d-c24b-5db1-b8f2-498f79c3a778,361,nyt://article/297c9c2d-c24b-5db1-b8f2-498f79c3a778,Education Life,"BLACKBOARD;
In St. Paul, Workers Take Kindergarten With Them",NA,NA,"BLACKBOARD;
In St. Paul, Workers Take Kindergarten With Them",NA,NA,NA,By Dan Eggen,
"Duluth, Minn., and Superior, Wis., are so close physically and culturally that they are known as the Twin Ports. But much began to change when Minnesota government went all Democratic and Wisconsin all Republican.",https://www.nytimes.com/2014/01/13/us/twinned-cities-now-following-different-paths.html,"Duluth, Minn., and Superior, Wis., are so close physically and culturally that they are known as the Twin Ports. But much began to change when Minnesota government went all Democratic and Wisconsin all Republican.","DULUTH, Minn. — The soaring Blatnik Bridge spans a modest body of water but a political gulf.",A,1,The New York Times,2014-01-13T03:31:58+0000,article,National,U.S.,News,nyt://article/25a5bb06-107d-5090-916d-9008e2d3c65e,2565,nyt://article/25a5bb06-107d-5090-916d-9008e2d3c65e,Politics,Twinned Cities Now Following Different Paths,One-Party Rule,NA,Twinned Cities Now Following Different Paths,NA,NA,NA,By Monica Davey,
LEAD: Here are the first members of the new National Board for Professional Teaching Standards announced today:,https://www.nytimes.com/1987/05/16/us/members-of-initial-board.html,,Here are the first members of the new National Board for Professional Teaching Standards announced today:,1,9,The New York Times,1987-05-16T05:00:00+0000,article,National Desk,U.S.,News,nyt://article/82720d31-4f12-5b3a-a916-f6100fdcdef9,343,nyt://article/82720d31-4f12-5b3a-a916-f6100fdcdef9,NA,MEMBERS OF INITIAL BOARD,NA,NA,MEMBERS OF INITIAL BOARD,NA,NA,NA,AP,
"Investigators are trying to figure out why Jeff Weise, 16, killed his grandfather and grandfather's companion and then drove to Red Lake High School and killed security guard, teacher, five students and self; residents of Red Lake Indian Reservation, Minn, say he was confused, brooding loner with peculiar attraction to Nazism and lifetime of family troubles; Federal Bureau of Investigation is likely to pursue neo-Nazi Web site on which someone identifying self as Jeff Weise left messages, including one saying he was accused of threatening to 'shoot up' school in 2004; school remains closed, surrounded by law enforcement officials; photos (M)",https://www.nytimes.com/2005/03/23/us/behind-the-why-of-a-rampage-loner-with-a-taste-for-nazism.html,"Investigators are trying to figure out why Jeff Weise, 16, killed his grandfather and grandfather's companion and then drove to Red Lake High School and killed security guard, teacher, five students and self; residents of Red Lake Indian Reservati...",Correction Appended,A,1,The New York Times,2005-03-23T05:00:00+0000,article,National Desk,U.S.,News,nyt://article/f809931c-73fb-5540-a9a5-731dac546fe7,1656,nyt://article/f809931c-73fb-5540-a9a5-731dac546fe7,NA,"Behind the Why of a Rampage, Loner With a Taste for Nazism",NA,NA,"Behind the Why of a Rampage, Loner With a Taste for Nazism",NA,NA,NA,By Monica Davey,
"President Clinton visited an elementary school here today to read ''Charlotte's Web'' with fourth graders and promote his latest plan to help states turn around failing schools.    The school, Audubon Elementary, was Mr. Clinton's first stop on a two-day tour of public schools in Kentucky, Iowa, Minnesota and Ohio. The trip is meant to draw attention to his proposals to hold failing schools more accountable, increase school construction, open more charter schools and improve teacher quality.  ",https://www.nytimes.com/2000/05/04/us/clinton-goes-to-classrooms-to-promote-education-plan.html,,President Clinton visited an elementary school here today to read ''Charlotte's Web'' with fourth graders and promote his latest plan to help states turn around failing schools.,A,18,The New York Times,2000-05-04T05:00:00+0000,article,National Desk,U.S.,News,nyt://article/62f51acd-ece9-5f43-b471-1a90d774baca,572,nyt://article/62f51acd-ece9-5f43-b471-1a90d774baca,NA,Clinton Goes to Classrooms To Promote Education Plan,NA,NA,Clinton Goes to Classrooms To Promote Education Plan,NA,NA,NA,By Abby Goodnough,
"   The Education Department said today that the number of students dropping out of high school had risen sharply from 1972 to 1982.    The Secretary of Education, T. H. Bell, said in making public the results of a department study that the increase had occurred despite a period of increased spending on schools.   The researchers drew together for the first time a number of educational indicators under a state-by-state breakdown that compared data for 1982 with that for 1972.   The survey showed that the rate nationwide of students graduating from high school had dropped to 72.8 percent in 1982, from 77.2 percent in 1972. The pattern varied from a high in Minnesota two years ago to only 55 percent in the District of Columbia.",https://www.nytimes.com/1984/01/06/us/dropout-rate-is-up-sharply-in-us-schools-survey-says.html,,The Education Department said today that the number of students dropping out of high school had risen sharply from 1972 to 1982.,D,13,The New York Times,1984-01-06T05:00:00+0000,article,National Desk,U.S.,Statistics,nyt://article/881008e3-2eaa-57cd-b7ba-8587ce09bb2f,881,nyt://article/881008e3-2eaa-57cd-b7ba-8587ce09bb2f,NA,"DROPOUT RATE IS UP SHARPLY IN U.S. SCHOOLS, SURVEY SAYS",NA,NA,"DROPOUT RATE IS UP SHARPLY IN U.S. SCHOOLS, SURVEY SAYS",NA,NA,NA,By Gerald M. Boyd,
The former Florida governor has been a little-known common denominator behind sweeping measures in nearly a dozen states.,https://www.nytimes.com/2011/04/27/education/27bush.html,The former Florida governor has been a little-known common denominator behind sweeping measures in nearly a dozen states.,"ST. PAUL — With the dust settling on legislative sessions around the country, 2011 is shaping up as one of the most consequential years in memory for changes in the way schools are run. ",A,19,The New York Times,2011-04-27T00:36:50+0000,article,National,Education,News,nyt://article/35c10519-32f2-5c61-b041-2f313e3efdb1,1015,nyt://article/35c10519-32f2-5c61-b041-2f313e3efdb1,NA,Jeb Bush Leads Broad Push for Education Change With ‘Florida Formula’,NA,NA,Jeb Bush Leads Broad Push for Education Change With ‘Florida Formula’,NA,NA,NA,By Trip Gabriel,
A state agency released a brief narrative about the fatal shooting last weekend of an Australian woman who had called 911 to report a possible assault.,https://www.nytimes.com/2017/07/18/us/justine-damond-minneapolis-shooting-australian.html,A state agency released a brief narrative about the fatal shooting last weekend of an Australian woman who had called 911 to report a possible assault.,The state agency investigating the fatal police shooting of an Australian woman in Minneapolis last weekend said on Tuesday that one of the officers in a police car had been startled by a noise outside the car moments before his partner shot the woman through the open driver’s-side window.,A,19,The New York Times,2017-07-19T01:50:05+0000,article,National,U.S.,News,nyt://article/555ed281-1290-55f7-b44f-951d9ae8e759,480,nyt://article/555ed281-1290-55f7-b44f-951d9ae8e759,NA,"Officer Heard Loud Noise Before Partner Shot Minneapolis Woman, Officials Say",NA,NA,Officer Said He Heard Loud Noise Before Partner Shot Minneapolis Woman,NA,NA,NA,By Julie Bosman,
"With his declaration that he would waive the most contentious provisions of the Bush-era No Child Left Behind law, President Obama rerouted a decade of federal influence.",https://www.nytimes.com/2011/09/24/education/24educ.html,"With his declaration that he would waive the most contentious provisions of the Bush-era No Child Left Behind law, President Obama rerouted a decade of federal influence.","With his declaration on Friday that he would waive the most contentious provisions of a federal education law, President Obama effectively rerouted the nation’s education history after a turbulent decade of overwhelming federal influence. ",A,1,The New York Times,2011-09-23T23:53:29+0000,article,National,Education,News,nyt://article/2c829202-5d73-5a21-b12a-4f751442bc18,996,nyt://article/2c829202-5d73-5a21-b12a-4f751442bc18,NA,Obama Turns Some Powers of Education Back to States,NA,NA,Obama Gives States a Voice In ‘No Child’,NA,NA,NA,By Sam Dillon,
"The state fair is canceled because of the pandemic, but the tradition of sculpting a Minnesota dairy princess out of a block of Grade A salted butter will continue, with a few modifications.",https://www.nytimes.com/2020/07/16/us/minnesota-state-fair-butter-sculpture.html,"The state fair is canceled because of the pandemic, but the tradition of sculpting a Minnesota dairy princess out of a block of Grade A salted butter will continue, with a few modifications.","Fear not, Minnesotans.",A,5,The New York Times,2020-07-16T14:09:53+0000,article,Express,U.S.,News,nyt://article/69d97e30-122c-51e8-9780-13beceed77de,899,nyt://article/69d97e30-122c-51e8-9780-13beceed77de,NA,"Finally, Some Good News (Carved From 90 Pounds of Butter)",NA,NA,Take Heart: The Butter Pageant Is On,NA,NA,NA,By Michael Levenson,
Colorado’s law on tenure and evaluations was the most comprehensive of a spate of similar laws in other states.,https://www.nytimes.com/2010/06/01/education/01educ.html,Colorado’s law on tenure and evaluations was the most comprehensive of a spate of similar laws in other states.,"DENVER  Democrats backed by the state’s largest teachers’ union nicknamed legislation overhauling Colorado’s tenure and evaluation rules the “teacher scapegoat” bill, and several lawmakers wept in public sessions during their monthlong battle to stop it.",A,14,The New York Times,2010-05-31T23:45:58+0000,article,National,Education,News,nyt://article/3461ed04-3ae5-569b-a38f-a4cb9d5d08bb,1104,nyt://article/3461ed04-3ae5-569b-a38f-a4cb9d5d08bb,NA,States Create Flood of Education Bills,NA,NA,States Create Flood of Bills To Overhaul Education,NA,NA,NA,By Sam Dillon,
LEAD: Thirty-seven college presidents appealed to their colleagues today to champion school improvement and set an example by improving the quality of teaching on their own campuses.,https://www.nytimes.com/1987/09/19/us/37-college-presidents-call-for-better-teaching.html,,Thirty-seven college presidents appealed to their colleagues today to champion school improvement and set an example by improving the quality of teaching on their own campuses.,1,32,The New York Times,1987-09-19T05:00:00+0000,article,National Desk,U.S.,News,nyt://article/c1f86f03-fb9e-5b64-92a4-fcf7e41e609a,663,nyt://article/c1f86f03-fb9e-5b64-92a4-fcf7e41e609a,NA,37 College Presidents Call for Better Teaching,NA,NA,37 College Presidents Call for Better Teaching,NA,NA,NA,AP,
"Profile of Sheila Wellstone, wife of Sen Paul Wellstone; Mrs Wellstone, 58, worked without salary in Wellstone Senate office; having spent most of their public and private lives side by side, Wellstones die together, along with one of their three children, three campaign aides and two pilots, when small plane they are in crashes outside tiny airport in northern Minnesota; photo (M)",https://www.nytimes.com/2002/10/26/us/a-death-in-the-senate-the-family-a-lifetime-together-a-death-together.html,"Profile of Sheila Wellstone, wife of Sen Paul Wellstone; Mrs Wellstone, 58, worked without salary in Wellstone Senate office; having spent most of their public and private lives side by side, Wellstones die together, along with one of their three ...","Sheila Wellstone had been married to Senator Paul Wellstone, her high school sweetheart, for 39 years. They were all but inseparable, whether in Washington, at home in their town house here, or on the campaign trail.",A,19,The New York Times,2002-10-26T05:00:00+0000,article,National Desk,U.S.,News,nyt://article/17f356b4-587a-5252-ba66-4551bd79b17a,590,nyt://article/17f356b4-587a-5252-ba66-4551bd79b17a,NA,"A Lifetime Together, A Death Together",A DEATH IN THE SENATE: THE FAMILY,NA,"A DEATH IN THE SENATE: THE FAMILY; A Lifetime Together, A Death Together",NA,NA,NA,By Jodi Wilgoren,
"There was viral outrage online, and the story could have ended there. But it didn’t.",https://www.nytimes.com/2019/06/08/us/black-students-racist-high-school.html,"There was viral outrage online, and the story could have ended there. But it didn’t.",Please sign up here to have the Race/Related newsletter delivered weekly to your inbox.,NA,NA,The New York Times,2019-06-08T11:00:05+0000,article,National,U.S.,News,nyt://article/d167eed8-dca7-5c45-94a3-7b9bf8045331,404,nyt://article/d167eed8-dca7-5c45-94a3-7b9bf8045331,NA,How Black Students Challenged the Racism at Their High School,NA,NA,NA,NA,NA,NA,By John Eligon,
"Ms. Omar, Democrat of Minnesota and one of the first two Muslim women in Congress, sought asylum in the United States with her father in the 1990s.",https://www.nytimes.com/2020/06/16/us/politics/ilhan-omar-father-dead-coronavirus.html,"Ms. Omar, Democrat of Minnesota and one of the first two Muslim women in Congress, sought asylum in the United States with her father in the 1990s.","Representative Ilhan Omar, a Democratic congresswoman from Minnesota, said late Monday that her father had died from complications of Covid-19.",NA,NA,The New York Times,2020-06-16T12:47:23+0000,article,Express,U.S.,News,nyt://article/dc36c3ca-86f8-5b22-8c21-082ff7dae9ea,419,nyt://article/dc36c3ca-86f8-5b22-8c21-082ff7dae9ea,Politics,Rep. Ilhan Omar’s Father Dies From Complications of Covid-19,NA,NA,NA,NA,NA,NA,By Christine Hauser,
"  Following are the members of the task force on teaching as a profession: Lewis M. Branscomb, task force chairman; chief scientist and vice president, International Business Machines Corporation, Armonk, N.Y. Alan K. Campbell, vice chairman of the board and executive vice president, ARA Services, Philadelphia. Mary Hatwood Futrell, president, National Education Association, Washington.",https://www.nytimes.com/1986/05/16/us/members-of-the-task-force.html,,"Following are the members of the task force on teaching as a profession: Lewis M. Branscomb, task force chairman; chief scientist and vice president, International Business Machines Corporation, Armonk, N.Y. Alan K. Campbell, vice chairman of the board and executive vice president, ARA Services, Philadelphia. Mary Hatwood Futrell, president, National Education Association, Washington.",A,17,The New York Times,1986-05-16T05:00:00+0000,article,National Desk,U.S.,List,nyt://article/0a1a9409-662e-5454-86a1-b11de185c45e,177,nyt://article/0a1a9409-662e-5454-86a1-b11de185c45e,NA,MEMBERS OF THE TASK FORCE,NA,NA,MEMBERS OF THE TASK FORCE,NA,NA,NA,NA,
Arne Duncan’s bus tour from New York to Maine is billed as a way to honor teachers.,https://www.nytimes.com/2010/09/02/education/02duncan.html,Arne Duncan’s bus tour from New York to Maine is billed as a way to honor teachers.,"PORTLAND, Me.  A chartered bus adorned with slogans about “Hope” and “Dreams” was rumbling through this part of the country this week, carrying a public servant who made regular stops to greet mayors and local television cameras.",A,24,The New York Times,2010-09-02T00:54:48+0000,article,National,Education,News,nyt://article/e481d359-1654-5a3e-af38-33ee320fbf19,910,nyt://article/e481d359-1654-5a3e-af38-33ee320fbf19,NA,A Celebratory Road Trip for Education Secretary,NA,NA,A Celebratory Road Trip for Education Secretary,NA,NA,NA,By Trip Gabriel,
"LEAD: A study commissioned by the Education Department says teachers' unions have not been a major obstacle to efforts to improve schools, contradicting frequent charges made by Education Secretary William J. Bennett and other critics.",https://www.nytimes.com/1988/05/18/us/education-study-finds-unions-aren-t-obstacles.html,,"A study commissioned by the Education Department says teachers' unions have not been a major obstacle to efforts to improve schools, contradicting frequent charges made by Education Secretary William J. Bennett and other critics.",B,7,The New York Times,1988-05-18T05:00:00+0000,article,National Desk,U.S.,News,nyt://article/ecdff6c8-fde5-575c-b50b-b03378336d99,711,nyt://article/ecdff6c8-fde5-575c-b50b-b03378336d99,NA,Education; Study Finds Unions Aren't Obstacles,NA,NA,Education; Study Finds Unions Aren't Obstacles,NA,NA,NA,AP,
"LEAD: New Jersey's Education Commissioner, Saul Cooperman, likes to characterize his effort to take over the Jersey City schools as ''invasive surgery'' on a district riddled by mismanagement and possible corruption. His critics prefer phrases like ''political vendetta'' and ''abuse of power.''",https://www.nytimes.com/1988/07/06/us/education-lessons.html,,"New Jersey's Education Commissioner, Saul Cooperman, likes to characterize his effort to take over the Jersey City schools as ''invasive surgery'' on a district riddled by mismanagement and possible corruption. His critics prefer phrases like ''political vendetta'' and ''abuse of power.''",B,4,The New York Times,1988-07-06T05:00:00+0000,article,National Desk,U.S.,News,nyt://article/ec8ba815-1d15-5ba4-996e-cb3f52f0e426,892,nyt://article/ec8ba815-1d15-5ba4-996e-cb3f52f0e426,NA,LESSONS,EDUCATION,NA,EDUCATION; LESSONS,NA,NA,NA,By Edward B. Fiske,
"LEAD: Betting that more variety and a bit of competition will make for better schools, a growing number of districts around the country are letting parents pick the public school their children will attend.",https://www.nytimes.com/1988/07/11/us/parental-choice-in-public-schools-gains.html,,"Betting that more variety and a bit of competition will make for better schools, a growing number of districts around the country are letting parents pick the public school their children will attend.",A,1,The New York Times,1988-07-11T05:00:00+0000,article,National Desk,U.S.,News,nyt://article/7c22cb0f-d644-5b53-b31a-3b395d4b5bda,1709,nyt://article/7c22cb0f-d644-5b53-b31a-3b395d4b5bda,NA,Parental Choice in Public Schools Gains,NA,NA,Parental Choice in Public Schools Gains,NA,NA,NA,By Edward B. Fiske,
