abstract,web_url,snippet,lead_paragraph,print_section,print_page,source,pub_date,document_type,news_desk,section_name,subsection_name,type_of_material,_id,word_count,uri,headline.main,headline.kicker,headline.content_kicker,headline.print_headline,headline.name,headline.seo,headline.sub,byline.original,byline.person
"Federal officials announce change in No Child Left Behind law, that will allow schools to exempt students with grave injuries or medical conditions from standardized exams used to rank schools; before change, if fewer than 95 percent of students in any subgroup showed up for exams, school was automatically classified 'in need of improvement'; schools will also be able to average share of students who take exams over three years, rather than rely on single year to achieve 95 percent minimum; change in law is fourth since December (M)",https://www.nytimes.com/2004/03/30/us/new-exceptions-in-testing-law-for-some-ill-or-injured-students.html,"Federal officials announce change in No Child Left Behind law, that will allow schools to exempt students with grave injuries or medical conditions from standardized exams used to rank schools; before change, if fewer than 95 percent of students i...","In what is expected to be the last in a string of pre-election changes to the No Child Left Behind law, federal officials announced Monday that schools could exempt students with grave injuries or medical conditions from the standardized exams used to rank schools.",A,14,The New York Times,2004-03-30T05:00:00+0000,article,National Desk,U.S.,NA,News,nyt://article/f81263ea-30c4-5fd5-b8f8-d91f9c5afceb,506,nyt://article/f81263ea-30c4-5fd5-b8f8-d91f9c5afceb,New Exceptions in Testing Law For Some Ill or Injured Students,NA,NA,New Exceptions in Testing Law For Some Ill or Injured Students,NA,NA,NA,By Diana Jean Schemo,
A 15-year-old sophomore was taken into custody with a semiautomatic handgun that was bought by his father four days before the fatal shooting.,https://www.nytimes.com/2021/12/01/us/oxford-oakland-county-shooting.html,A 15-year-old sophomore was taken into custody with a semiautomatic handgun that was bought by his father four days before the fatal shooting.,"OXFORD CHARTER TOWNSHIP, Mich. — Students at Oxford High School in suburban Detroit rushed for cover and barricaded classroom doors with chairs when they heard the first gunshots on Tuesday afternoon. Within five minutes, the authorities said, a 15-year-old sophomore at the school had shot 11 people, killing three of his fellow students and leaving others with critical injuries.",A,1,The New York Times,2021-12-01T06:00:06+0000,article,National,U.S.,NA,News,nyt://article/cab9f1ab-86ff-58de-8b59-c926a32c0e77,1292,nyt://article/cab9f1ab-86ff-58de-8b59-c926a32c0e77,3 Students Are Killed in Michigan School Shooting,NA,NA,3 Are Killed at Michigan School; Suspect Is a 15-Year-Old Student,NA,NA,NA,"By Scott Atkinson, Mitch Smith and Neal E. Boudette",
"Decades after the gay rights movement swept secular schools, more gays and lesbians are coming out at Christian colleges but are running up against conservative administrators, trustees and alumni.",https://www.nytimes.com/2011/04/19/us/19gays.html,"Decades after the gay rights movement swept secular schools, more gays and lesbians are coming out at Christian colleges but are running up against conservative administrators, trustees and alumni.","WACO, Tex. — Battles for acceptance by gay and lesbian students have erupted in the places that expect it the least: the scores of Bible colleges and evangelical Christian universities that, in their founding beliefs, see homosexuality as a sin. ",A,1,The New York Times,2011-04-19T02:29:05+0000,article,National,U.S.,NA,News,nyt://article/49cf4f7e-c98e-50d6-b6d8-7ff28709ec7e,1112,nyt://article/49cf4f7e-c98e-50d6-b6d8-7ff28709ec7e,"Even on Religious Campuses, Students Fight for Gay Identity",NA,NA,"Even on Religious Campuses, Students Fight for Gay Identity",NA,NA,NA,By Erik Eckholm,
"Memorial in Minneapolis for Sen Paul Wellstone has touches of campaign rally, with chanting of his name mingling with chanting of Walter Mondale, name of his likely replacement on Democratic ticket; at Wellstone family's request, White House representation does not include Vice Pres Dick Cheney, who helped urge Norm Coleman into race against Wellstone and helped guide Republican campaign against him; stealth campaign continues despite public pronouncements by both sides against politicking; photos (M)",https://www.nytimes.com/2002/10/30/us/2002-campaign-mourning-minnesota-memorial-for-wellstone-assumes-spirit-rally.html,"Memorial in Minneapolis for Sen Paul Wellstone has touches of campaign rally, with chanting of his name mingling with chanting of Walter Mondale, name of his likely replacement on Democratic ticket; at Wellstone family's request, White House repre...","The mourners wore green Wellstone buttons on their black suits. The closing hymn was a campaign song, ''Stand Up, Keep Fighting'' -- only its refrain was edited, from ''Vote for Paul Wellstone'' to ''Remember Paul Wellstone.''",A,23,The New York Times,2002-10-30T05:00:00+0000,article,National Desk,U.S.,NA,News,nyt://article/0b90f7d8-a31d-58fe-a2bf-6edeff6a9959,1047,nyt://article/0b90f7d8-a31d-58fe-a2bf-6edeff6a9959,Memorial for Wellstone Assumes Spirit of Rally,THE 2002 CAMPAIGN: MOURNING IN MINNESOTA,NA,THE 2002 CAMPAIGN: MOURNING IN MINNESOTA; Memorial for Wellstone Assumes Spirit of Rally,NA,NA,NA,By Jodi Wilgoren,
"  The Reagan Administration issued proposed regulations today for denying Federal education loans to male students who refuse to register for the military draft.   The regulations, which would go into effect July 1, would affect about two million college and university men. The regulations carry out legislation passed by Congress last summer.   ''The United States Government is saying bluntly that taxpayer funds will not be used to provide a college education for students who do not comply with the Selective Service registration requirements,'' said T.H. Bell, Secretary of Education.",https://www.nytimes.com/1983/01/22/us/us-issues-rules-denying-funds-to-students-not-signed-for-draft.html,,The Reagan Administration issued proposed regulations today for denying Federal education loans to male students who refuse to register for the military draft.,1,1,The New York Times,1983-01-22T05:00:00+0000,article,National Desk,U.S.,NA,News,nyt://article/b7f0af26-e599-5d34-89c3-95a89be11634,831,nyt://article/b7f0af26-e599-5d34-89c3-95a89be11634,U.S. ISSUES RULES DENYING FUNDS TO STUDENTS NOT SIGNED FOR DRAFT,NA,NA,U.S. ISSUES RULES DENYING FUNDS TO STUDENTS NOT SIGNED FOR DRAFT,NA,NA,NA,"By David Shribman, Special To the New York Times",
"A football player posted the image, which superimposed two Virginia high schools’ logos on the faces of Derek Chauvin and George Floyd, to celebrate his team’s victory, according to the district superintendent.",https://www.nytimes.com/2021/04/06/us/virginia-school-chauvin-floyd-knee-football-celebration.html,"A football player posted the image, which superimposed two Virginia high schools’ logos on the faces of Derek Chauvin and George Floyd, to celebrate his team’s victory, according to the district superintendent.","A Virginia school district said it was investigating an image posted on social media by a high school football player that repurposed a photo of Derek Chauvin, the former Minneapolis police officer charged with murdering George Floyd, kneeling on Mr. Floyd’s neck to celebrate his team’s recent victory.",NA,NA,The New York Times,2021-04-06T22:29:03+0000,article,Express,U.S.,NA,News,nyt://article/d19ffc27-cf0d-5fa6-a67c-a6bf895429d1,502,nyt://article/d19ffc27-cf0d-5fa6-a67c-a6bf895429d1,School District Investigating ‘Abhorrent’ George Floyd Image Posted by Student,NA,NA,NA,NA,NA,NA,By Bryan Pietsch,
"Lucas John Helder, 21-year-old college student, is arrested on highway in Nevada in connection with 18 pipe bombs planted in rural mailboxes in five states; map; Helder is pulled over eight hours after FBI bulletin; tosses gun out and surrenders to state troopers who had been following him; at least one other gun and explosive devices are reported found in car; Helder grew up in Pine Island, Minn, and is art student at University of Wisconsin-Stout in Menomonie; he apparently drove father's 1992 Honda some 3,000 miles across country in recent days; person on campus reported his disappearance; Cameron Helder urges son to surrender; Wisconsin student newspaper releases Helder message with ramblings on meanings of life and death and ruminations on environment and technology; suspect's identity confounds terrorism experts and acquaintances (M)",https://www.nytimes.com/2002/05/08/us/student-21-is-arrested-in-nevada-in-5-state-bombing-spree.html,"Lucas John Helder, 21-year-old college student, is arrested on highway in Nevada in connection with 18 pipe bombs planted in rural mailboxes in five states; map; Helder is pulled over eight hours after FBI bulletin; tosses gun out and surrenders t...","The authorities arrested a 21-year-old college student today on a highway 40 miles east of Reno, Nev., in connection with a rash of 18 pipe bombs planted in rural mailboxes in five states in recent days.",A,1,The New York Times,2002-05-08T05:00:00+0000,article,National Desk,U.S.,NA,News,nyt://article/35462db6-a5e6-5466-8da0-94d65b51cf8e,1528,nyt://article/35462db6-a5e6-5466-8da0-94d65b51cf8e,"Student, 21, Is Arrested in Nevada in 5-State Bombing Spree",NA,NA,"Student, 21, Is Arrested in Nevada in 5-State Bombing Spree",NA,NA,NA,By Jodi Wilgoren,
Attorneys general around the country are stepping up their scrutiny of college lending practices in the absence of federal enforcement.,https://www.nytimes.com/2007/04/24/education/24loans.html,Attorneys general around the country are stepping up their scrutiny of college lending practices in the absence of federal enforcement.,"State attorneys general around the country are stepping up their scrutiny of college lending practices in the absence of federal enforcement action, following a pattern that experts say has prevailed in some other major consumer investigations in recent years.",A,19,The New York Times,2007-04-24T04:00:00+0000,article,National,Education,NA,News,nyt://article/51998851-a583-5b23-b5d3-86083f222a71,786,nyt://article/51998851-a583-5b23-b5d3-86083f222a71,"In U.S. Absence, States Take Lead in Student Loan Cases",NA,NA,"In U.S. Absence, States Take Lead in Student Loan Cases",NA,NA,NA,By Sam Dillon,
What do you think is the best way to make teenage driving safer?,https://learning.blogs.nytimes.com/2016/03/22/student-question-if-teenagers-are-such-bad-drivers-should-they-even-be-allowed-to-drive/,What do you think is the best way to make teenage driving safer?,"The Centers for Disease Control and Prevention reports, “Per mile driven, teen drivers ages 16 to 19 are nearly three times more likely than drivers aged 20 and older to be in a fatal crash.” ",NA,NA,The New York Times,2016-03-22T09:00:25+0000,article,,Education,NA,News,nyt://article/de16d46e-c191-55ea-b3cf-830e068afa90,425,nyt://article/de16d46e-c191-55ea-b3cf-830e068afa90,"Student Question | If Teenagers Are Such Bad Drivers, Should They Be Allowed to Drive?",The Learning Network,NA,NA,NA,NA,NA,By Michael Gonchar,
Philando Castile’s family recalled in detail his final hours before a fatal police stop in Minnesota. The official version of what happened remains largely opaque.,https://www.nytimes.com/2016/07/13/us/philando-castile-minnesota-police-shooting.html,Philando Castile’s family recalled in detail his final hours before a fatal police stop in Minnesota. The official version of what happened remains largely opaque.,"MINNEAPOLIS — Philando Castile had just finished getting his hair styled last Wednesday when he called his sister, Allysza, and offered to deliver dinner to the suburban house she shares with their mother.",A,10,The New York Times,2016-07-12T19:26:32+0000,article,National,U.S.,NA,News,nyt://article/67220ccc-e58e-5de7-be2d-6b06b4666ca9,1060,nyt://article/67220ccc-e58e-5de7-be2d-6b06b4666ca9,"Philando Castile’s Last Night: Tacos and Laughs, Then a Drive",NA,NA,Family of Minnesota Man Killed by Police Calls for Inquiry by a Special Prosecutor,NA,NA,NA,By Mitch Smith,
"  As one Republican stayed away, the Senate Labor and Human Resources Committee voted 8 to 7 on party lines today to charge colleges for every loan their students take out as part of a $10.8 billion cut in the Federal student loan program.   The missing Republican, Senator James M. Jeffords of Vermont, said later that he would fight the proposal on the Senate floor. Asked why he had stayed away from the committee meeting, where he could have killed the plan, he said he was ""steadfast against any cuts in education"" but had promised the panel's chairman, Senator Nancy Landon Kassebaum of Kansas, that he would not block her efforts to get the proposal to the Senate as part of Republican efforts to balance the budget.",https://www.nytimes.com/1995/09/27/us/panel-backs-new-fees-on-student-loans.html,,"As one Republican stayed away, the Senate Labor and Human Resources Committee voted 8 to 7 on party lines today to charge colleges for every loan their students take out as part of a $10.8 billion cut in the Federal student loan program.",B,8,The New York Times,1995-09-27T05:00:00+0000,article,National Desk;,U.S.,NA,News,nyt://article/64884eb2-4851-553b-b98e-dff5c4ca5d88,957,nyt://article/64884eb2-4851-553b-b98e-dff5c4ca5d88,Panel Backs New Fees on Student Loans,NA,NA,Panel Backs New Fees on Student Loans,NA,NA,NA,By Adam Clymer,
"Ms. Warren’s proposal would use new taxes on the wealthy to end tuition at public colleges, and eliminate all student loan debt for more than 75 percent of borrowers.",https://www.nytimes.com/2019/04/22/us/politics/elizabeth-warren-student-debt.html,"Ms. Warren’s proposal would use new taxes on the wealthy to end tuition at public colleges, and eliminate all student loan debt for more than 75 percent of borrowers.","Senator Elizabeth Warren of Massachusetts, who has structured her presidential campaign around a steady unveiling of disruptive policy ideas, on Monday proposed her biggest one yet: a $1.25 trillion plan to reshape higher education by canceling most student loan debt and eliminating tuition at every public college.",A,16,The New York Times,2019-04-22T12:00:07+0000,article,Politics,U.S.,Politics,News,nyt://article/cf01b3d1-632f-560b-8cbb-3d328f538e28,1082,nyt://article/cf01b3d1-632f-560b-8cbb-3d328f538e28,Elizabeth Warren’s Higher Education Plan: Cancel Student Debt and Eliminate Tuition,NA,NA,Warren Proposal Would Erase Student Loan Debt for Many,NA,NA,NA,By Astead W. Herndon,
"  THEY are ''the wave of the future'' for higher education, according to the leader of a national coalition seeking to improve the lot of the nation's 5.5 million part-time students, but until recently they have enjoyed only a trickle of financial aid. Now help is on the way.  Under the newest five-year extension of the Federal Higher Education Act of 1965, part-time students pursuing undergraduate degrees, no matter what their age, will be in line for Federal benefits through the awards known as Pell Grants. The new benefits take effect in the 1989-90 academic year, when the maximum Pell Grant will be $2,700 a year. (It will grow $200 a year thereafter, to $3,100, in 1991.) As they are for full-timers, grants are restricted to students whose family income is under $30,000. In addition, the new law provides nontraditional students with more aid through College Work-Study and Opportunity Grants, which will be raised from a maximum of $2,000 to $3,000 a year.   Recognition of the financial needs of part-time students comes after years of lobbying efforts spearheaded by the Coalition for Aid to Part-Time Students, whose 19 participating national organizations range from the American Federation of Teachers to the United Negro College Fund.",https://www.nytimes.com/1986/11/09/education/blackboard-notes-help-is-beginning-to-flow-for-part-time-students.html,,"THEY are ''the wave of the future'' for higher education, according to the leader of a national coalition seeking to improve the lot of the nation's 5.5 million part-time students, but until recently they have enjoyed only a trickle of financial aid. Now help is on the way. Under the newest five-year extension of the Federal Higher Education Act of 1965, part-time students pursuing undergraduate degrees, no matter what their age, will be in line for Federal benefits through the awards known as Pell Grants. The new benefits take effect in the 1989-90 academic year, when the maximum Pell Grant will be $2,700 a year. (It will grow $200 a year thereafter, to $3,100, in 1991.) As they are for full-timers, grants are restricted to students whose family income is under $30,000. In addition, the new law provides nontraditional students with more aid through College Work-Study and Opportunity Grants, which will be raised from a maximum of $2,000 to $3,000 a year.",12,12,The New York Times,1986-11-09T05:00:00+0000,article,Survey of Education Desk,Education,NA,News,nyt://article/ec6b7284-26fc-58d0-bbb1-3d7687f7f78f,680,nyt://article/ec6b7284-26fc-58d0-bbb1-3d7687f7f78f,Help Is Beginning to Flow For Part-Time Students,BLACKBOARD NOTES,NA,BLACKBOARD NOTES; Help Is Beginning to Flow For Part-Time Students,NA,NA,NA,By Joseph Michalak,
"The bill would head off a doubling of interest rates, instead tying the rates to prevailing market trends, an approach not favored by Senate Democrats.",https://www.nytimes.com/2013/05/24/us/politics/house-passes-student-loan-bill-setting-up-showdown.html,"The bill would head off a doubling of interest rates, instead tying the rates to prevailing market trends, an approach not favored by Senate Democrats.","WASHINGTON — The House on Thursday passed legislation to head off a doubling of student loan interest rates on July 1, instead tying rates to prevailing market trends and ending federal subsidies.",A,17,The New York Times,2013-05-23T17:36:55+0000,article,National,U.S.,Politics,News,nyt://article/20f4d4b6-b81d-5dd3-a5e2-f208ff844f2f,666,nyt://article/20f4d4b6-b81d-5dd3-a5e2-f208ff844f2f,"Student Loan Bill Passes House, Setting Up Face-Off",NA,NA,"Student Loan Bill Passes House, Setting Up Face-Off",NA,NA,NA,By Jonathan Weisman,
Conversations with students at the historically Black school reveal a more lukewarm support for the president than among their parents’ generation. Here’s what they have to say.,https://www.nytimes.com/2023/05/13/us/politics/biden-howard-black-voters.html,Conversations with students at the historically Black school reveal a more lukewarm support for the president than among their parents’ generation. Here’s what they have to say.,"When Ethan Hayes, a senior at Howard University, talks to his mother about politics, they don’t always see eye to eye.",A,21,The New York Times,2023-05-13T09:00:40+0000,article,Washington,U.S.,Politics,News,nyt://article/e4758611-6fba-5bd8-9d44-f830f550b41a,863,nyt://article/e4758611-6fba-5bd8-9d44-f830f550b41a,Biden Is Talking to Howard University Students. But Does He Speak to Them?,NA,NA,Black Students on a Biden Disconnect and Their Generational Shift,NA,NA,NA,By Zolan Kanno-Youngs and Kyna Uwaeme,
"Michael Campbell and Abigail Hansen, two college students who wrote for our student-led series “The Envelope, Please,” are answering select reader questions about going to college.",https://thechoice.blogs.nytimes.com/2012/11/29/guidance-office-ask-college-students/,"Michael Campbell and Abigail Hansen, two college students who wrote for our student-led series “The Envelope, Please,” are answering select reader questions about going to college.","As high school seniors await early admission decisions and finish their remaining college applications, The Choice has invited two of our former student bloggers of “The Envelope, Please” series to stop by our virtual Guidance Office and answer reader questions about the admissions process and what college life is like after you’ve made your choice. ",NA,NA,The New York Times,2012-11-29T10:59:49+0000,article,,U.S.,NA,News,nyt://article/b7174c2d-92cf-5cdd-8475-95449f0745b7,1897,nyt://article/b7174c2d-92cf-5cdd-8475-95449f0745b7,Ask College Students About Admissions and Campus Life,The Choice,NA,NA,NA,NA,NA,By Hannah Steinhardt,
"LEAD: A man who lives on the St. Croix River called to offer Mikhail S. Gorbachev use of his cabin, in case he wanted to rest up before his flight.",https://www.nytimes.com/1990/05/18/us/awaiting-gorbachev-are-cookies-song-friendly-advice-ex-foes-minnesota-companies.html,,"A man who lives on the St. Croix River called to offer Mikhail S. Gorbachev use of his cabin, in case he wanted to rest up before his flight.",A,12,The New York Times,1990-05-18T05:00:00+0000,article,National Desk,U.S.,NA,News,nyt://article/a534597a-07fc-5de1-b592-aa51e636b617,959,nyt://article/a534597a-07fc-5de1-b592-aa51e636b617,"Awaiting Gorbachev Are Cookies, Song and Friendly Advice From Ex-Foes: Minnesota;   Companies Hoping for New Market",NA,NA,"Awaiting Gorbachev Are Cookies, Song and Friendly Advice From Ex-Foes: Minnesota;   Companies Hoping for New Market",NA,NA,NA,"By William E. Schmidt, Special To the New York Times",
  The Senate rejected an effort Thursday to repeal a law that denies Federal college loans and grants to men who fail to register for a possible military draft.,https://www.nytimes.com/1983/07/16/us/senate-reaffirms-law-to-link-students-aid-to-draft-signup.html,,The Senate rejected an effort Thursday to repeal a law that denies Federal college loans and grants to men who fail to register for a possible military draft.,1,5,The New York Times,1983-07-16T05:00:00+0000,article,National Desk,U.S.,NA,News,nyt://article/5719b603-db64-503f-bc4a-efbb9845e404,95,nyt://article/5719b603-db64-503f-bc4a-efbb9845e404,Senate Reaffirms Law to Link Students' Aid to Draft Signup,NA,NA,Senate Reaffirms Law to Link Students' Aid to Draft Signup,NA,NA,NA,UPI,
"  High school students from outside the New York metropolitan area, particularly those in the Washington area, overtook New Yorkers this year in the 52d annual Westinghouse Science Talent Search, whose 40 finalists were named Monday. New York State produced 7 finalists, 13 fewer than last year. Four are from New York City schools, which had 11 in 1992.   There were nine finalists from the Washington area -- four from Virginia and five from Maryland. Connecticut had one finalist and New Jersey none. Minnesota was the only other state to have more than two finalists.",https://www.nytimes.com/1993/01/27/us/washington-area-students-take-lead-in-annual-science-awards.html,,"High school students from outside the New York metropolitan area, particularly those in the Washington area, overtook New Yorkers this year in the 52d annual Westinghouse Science Talent Search, whose 40 finalists were named Monday. New York State produced 7 finalists, 13 fewer than last year. Four are from New York City schools, which had 11 in 1992.",A,19,The New York Times,1993-01-27T05:00:00+0000,article,National Desk,U.S.,NA,List,nyt://article/50c4585c-99d9-500e-b2c4-845377dcb465,573,nyt://article/50c4585c-99d9-500e-b2c4-845377dcb465,Washington-Area Students Take Lead in Annual Science Awards,NA,NA,Washington-Area Students Take Lead in Annual Science Awards,NA,NA,NA,NA,
"Offshore schools have become an established part of the medical education system, but two deadly hurricanes have damaged some schools and led to evacuations.",https://www.nytimes.com/2017/09/20/us/hurricanes-caribbean-medical-schools.html,"Offshore schools have become an established part of the medical education system, but two deadly hurricanes have damaged some schools and led to evacuations.","As Hurricane Maria roared over the island of Dominica on Tuesday, dozens of parents of students at Ross University School of Medicine posted anguished messages on the school’s Facebook page, searching for their children and praying that they had survived unscathed.",A,10,The New York Times,2017-09-20T07:00:24+0000,article,National,U.S.,NA,News,nyt://article/40ca5910-20ee-58b0-baab-176f5fdaf277,1121,nyt://article/40ca5910-20ee-58b0-baab-176f5fdaf277,"For Many Medical Students, the Caribbean Was Warm and Welcoming. Until Now.",NA,NA,"For Many Medical Students, the Caribbean Was Warm and Welcoming. Until Now.",NA,NA,NA,By Anemona Hartocollis and Amy Harmon,
"  Gone are the phone chains that mobilized antiwar efforts in the 1960's. Campus activism has launched into cyberspace.    Communicating by electronic mail from dormitories, libraries and campus centers across the country, college students have been sending one another a blizzard of messages during the last several weeks, discussing political platforms, possible protest dates and ideas for slogans and petitions.",https://www.nytimes.com/1995/03/29/us/students-turn-to-internet-for-nationwide-protest-planning.html,,Gone are the phone chains that mobilized antiwar efforts in the 1960's. Campus activism has launched into cyberspace.,A,20,The New York Times,1995-03-29T05:00:00+0000,article,National Desk;,U.S.,NA,News,nyt://article/39092cb1-1553-5731-92f9-a3c113f94a90,1068,nyt://article/39092cb1-1553-5731-92f9-a3c113f94a90,Students Turn to Internet for Nationwide Protest Planning,NA,NA,Students Turn to Internet for Nationwide Protest Planning,NA,NA,NA,By David M. Herszenhorn,
"  A new approach to medical education, intended to cut down on lecture classes, minimize memorization and ease the pressure on undergraduates hoping to get into medical school, was proposed yesterday by a panel sponsored by the Association of American Medical Colleges.    The recommendations, in the association's first major report on medical education since 1932, also call for future physicians to get a broader education in nonscientific areas and for faculty members to improve the clinical training of students in medical school.   In calm but acerbic language about current medical education, the report, ''Physicians for the Twenty-First Century,'' offers proposals that would alter the entire process of selecting undergraduates for medical school and of training them to deal with the needs of patients.    ''The panel does not choose to invoke the hysterical hyperbole of crsis; nor do we wish to impugn the high quality of much that is being done,'' said Dr. Steven Muller, chairman of the panel. ''However, we perceive a continuing erosion of general education for physicians, an erosion that has not been arrested but is instead accelerating.''",https://www.nytimes.com/1984/09/20/us/broader-education-for-medical-students-proposed.html,,"A new approach to medical education, intended to cut down on lecture classes, minimize memorization and ease the pressure on undergraduates hoping to get into medical school, was proposed yesterday by a panel sponsored by the Association of American Medical Colleges.",B,16,The New York Times,1984-09-20T05:00:00+0000,article,National Desk,U.S.,NA,News,nyt://article/ef3075d5-b2e6-5d6c-81e1-67360272882e,968,nyt://article/ef3075d5-b2e6-5d6c-81e1-67360272882e,BROADER EDUCATION FOR MEDICAL STUDENTS PROPOSED,NA,NA,BROADER EDUCATION FOR MEDICAL STUDENTS PROPOSED,NA,NA,NA,By Gene I. Maeroff,
"Senate Health, Education, Labor and Pensions Committee begins work on bipartisan education bill that would require states to test children annually for progress in reading and math and tie federal payments to school performance; bill is seen as springboard, with both Republican and Democratic committee members presenting array of amendments (M)",https://www.nytimes.com/2001/03/08/us/senators-start-work-on-bill-to-require-state-tests-for-students.html,"Senate Health, Education, Labor and Pensions Committee begins work on bipartisan education bill that would require states to test children annually for progress in reading and math and tie federal payments to school performance; bill is seen as sp...","With the White House hoping for a swift victory in one of President Bush's signal campaign issues, a Senate committee began work today on a bipartisan education bill that would require states to test children annually for progress in reading and math and tie federal payments to school performance.",A,13,The New York Times,2001-03-08T05:00:00+0000,article,National Desk,U.S.,NA,News,nyt://article/f03b73b3-de64-5936-a6b0-c7f475e80732,526,nyt://article/f03b73b3-de64-5936-a6b0-c7f475e80732,Senators Start Work on Bill to Require State Tests For Students,NA,NA,Senators Start Work on Bill to Require State Tests For Students,NA,NA,NA,By Diana Jean Schemo,
"More than two dozen universities across the United States have received exemptions from protections provided under Title IX since 2014, documents show.",https://www.nytimes.com/2015/12/11/us/religious-colleges-obtain-waivers-to-anti-discrimination-law.html,"More than two dozen universities across the United States have received exemptions from protections provided under Title IX since 2014, documents show.","More than two dozen religiously affiliated colleges and universities across the United States have received exemptions from the federal civil rights protections provided under Title IX since 2014, documents show, waivers that activists said allow them to discriminate against students and employees on the basis of categories like sexual orientation and gender identity.",NA,NA,The New York Times,2015-12-11T04:59:35+0000,article,National,U.S.,NA,News,nyt://article/3ade1e52-6cfd-5cea-94b9-e7b05b01fcb5,921,nyt://article/3ade1e52-6cfd-5cea-94b9-e7b05b01fcb5,Religious Colleges Obtain Waivers to Law That Protects Transgender Students,NA,NA,NA,NA,NA,NA,By Liam Stack,
"The union is asking for smaller class sizes and higher wages, while the school district says its budget is shrinking because of declining enrollment. After negotiations, St. Paul averted a strike.",https://www.nytimes.com/2022/03/07/us/minneapolis-st-paul-teachers-strike.html,"The union is asking for smaller class sizes and higher wages, while the school district says its budget is shrinking because of declining enrollment. After negotiations, St. Paul averted a strike.","Teachers in Minneapolis went on strike Tuesday morning, shuttering classrooms for about 30,000 public school students.",A,14,The New York Times,2022-03-08T01:29:53+0000,article,National,U.S.,NA,News,nyt://article/cd87b64d-3008-59fa-8961-164b0e97b21e,941,nyt://article/cd87b64d-3008-59fa-8961-164b0e97b21e,Minneapolis Teachers Begin Strike After Talks Fail,NA,NA,"Minneapolis Teachers Go on Strike, Closing Schools for 30,000 Students",NA,NA,NA,By Jacey Fortin,
"The 21-year-old college student wanted for questioning in the string of pipe bombs left in mailboxes across the Midwest was arrested today outside Reno, the F.B.I. said.",https://www.nytimes.com/2002/05/07/national/student-sought-in-mailbox-bombs-arrested-fbi-says.html,"The 21-year-old college student wanted for questioning in the string of pipe bombs left in mailboxes across the Midwest was arrested today outside Reno, the F.B.I. said."," RENO, Nev. -- The 21-year-old college student wanted in the string of pipe bombs left in mailboxes across the Midwest was arrested Tuesday outside Reno, the FBI said. ",NA,NA,The New York Times,2002-05-07T05:00:00+0000,article,National,U.S.,NA,News,nyt://article/ff7f351d-6a34-5acd-8d2a-2cd3a02e7842,908,nyt://article/ff7f351d-6a34-5acd-8d2a-2cd3a02e7842,"Student Sought in Mailbox Bombs Arrested, F.B.I. Says",NA,NA,"Student Sought in Mailbox Bombs Arrested, F.B.I. Says",NA,NA,NA,NA,
"Hours after Zacarias Moussaoui was taken into custody last Aug, he was described by acquaintance as being strongly anti-American and approving of Muslims who die as 'martyrs' in terrorist attacks on civilians who harm Muslims; that description of Moussaoui was given to federal agents by Hussein al-Attas, who has not been linked to Sept 11 attacks but is now being held as material witness in government's case against Moussaoui; Attas said Moussaoui suggested he might be willing to act on his beliefs; interviews with Attas show federal agents investigating Moussaoui were quickly developing disturbing portait of man officials now believe was meant to be 20th hijacker; FBI's Minneapolis office, which conducted interviews, sought approval in Aug for special warrant to further investigate Moussaoui but request was rejected by senior bureau officials in Washington; issue of whether bureau missed possible warning signals before Sept 11 has dominated Washington as members of Congress conduct closed briefings with FBI agent in Phoenix office whose memo warning that Osama bin Laden's followers could be training at American flight schools was written last July, at about same time that Moussaoui was enrolled in flight school in Norman, Okla; that is where he met Attas (M)",https://www.nytimes.com/2002/05/24/us/traces-terror-terror-suspect-student-tied-terror-suspect-gave-fbi-disturbing.html,"Hours after Zacarias Moussaoui was taken into custody last Aug, he was described by acquaintance as being strongly anti-American and approving of Muslims who die as 'martyrs' in terrorist attacks on civilians who harm Muslims; that description of ...","Hours after Zacarias Moussaoui was taken into custody last August, nearly a month before the Sept. 11 attacks, federal agents in Minnesota were told that he believed it was ''acceptable to kill civilians who harm Muslims'' and that he approved of Muslims who died as ''martyrs'' in such attacks, classified federal documents show.",A,1,The New York Times,2002-05-24T05:00:00+0000,article,National Desk,U.S.,NA,News,nyt://article/da950a77-07a3-5ed2-9e26-7d761f781435,1501,nyt://article/da950a77-07a3-5ed2-9e26-7d761f781435,Student Tied to Terror Suspect Gave F.B.I. Disturbing Portrait,TRACES OF TERROR: THE TERROR SUSPECT,NA,TRACES OF TERROR: THE TERROR SUSPECT; Student Tied to Terror Suspect Gave F.B.I. Disturbing Portrait,NA,NA,NA,By Jim Yardley,
"A certain canon of college-assigned summer reading is emerging: books that are readable, short, engaging, cheap.",https://www.nytimes.com/2007/08/08/education/08books.html,"A certain canon of college-assigned summer reading is emerging: books that are readable, short, engaging, cheap.","For students starting college, August is the time to quit the summer job, dump the high school sweetheart and, finally, open the book their college has asked them to finish before classes start. ",B,9,The New York Times,2007-08-08T04:00:00+0000,article,Metro,Education,NA,News,nyt://article/2f84ccb3-76e9-503f-a0d1-6dc96937a602,699,nyt://article/2f84ccb3-76e9-503f-a0d1-6dc96937a602,Summer Reading Programs Gain Momentum for Students About to Enter College,NA,NA,Summer Reading Programs Gain Momentum for Students About to Enter College,NA,NA,NA,By Tamar Lewin,
