"","GNIS","Name","CTU_Type","County","FIPS_Code","Sym_Class","Population","Notes","geometry"
"1057",2628686,"Martin Lake","Populated Pl","Anoka County","2740814","Unorganized",883,NA,c(492555.638, 5025395.8305)
"1058",2628687,"Merrifield","Populated Pl","Crow Wing County","2741804","Unorganized",117,NA,c(409978.9809, 5146241.5667)
"1059",2628822,"Midway","Populated Pl","Mahnomen County","2742010","Unorganized",15,NA,c(289618.48, 5244151.1698)
"1060",2393144,"Naytahwaush","Populated Pl","Mahnomen County","2745052","Unorganized",423,"Within the Township of Twin Lakes",c(301315.4116, 5237852.8987)
"1061",2628823,"Nett Lake","Populated Pl","Koochiching County","2745268","Unorganized",300,NA,c(492903.0665, 5328623.6983)
"1062",2628688,"Osage","Populated Pl","Becker County","2748760","Unorganized",294,"Within the Township of Osage",c(328101.238, 5198871.9578)
"1063",2583778,"Pine Bend","Populated Pl","Mahnomen County","2751028","Unorganized",35,NA,c(304054.3886, 5255354.7705)
"1064",2393185,"Pine Point","Populated Pl","Becker County","2751234","Unorganized",392,"Within the Township of Pine Point",c(318353.9711, 5205509.7108)
"1065",2393203,"Redby","Populated Pl","Beltrami County","2753386","Unorganized",1539,"Also Redby District - Tribal",c(356827.3669, 5304497.1857)
"1066",2393208,"Rice Lake","Populated Pl","Clearwater County","2754056","Unorganized",349,NA,c(312129.2777, 5251990.777)
"1067",2583779,"Riverland","Populated Pl","Mahnomen County","2754596","Unorganized",353,NA,c(277000.4428, 5245158.5505)
"1068",2628690,"Ronneby","Populated Pl","Benton County","2755366","Unorganized",32,NA,c(433023.2467, 5059447.9586)
"1069",2583780,"Roy Lake","Populated Pl","Mahnomen County","2756212","Unorganized",8,NA,c(308382.7423, 5243502.7783)
"1070",2628691,"Searles","Populated Pl","Brown County","2759116","Unorganized",195,"Within Township of Cottonwood",c(385561.1933, 4898273.3529)
"1071",2628692,"Silver Creek","Populated Pl","Wright County","2760322","Unorganized",261,"Within Township of Silver Creek",c(423148.924, 5018515.5163)
"1072",2628693,"Soudan","Populated Pl","St. Louis County","2761204","Unorganized",410,NA,c(557347.2336, 5296129.3975)
"1073",2628824,"South End","Populated Pl","Clearwater County","2761340","Unorganized",26,NA,c(312801.0743, 5243495.1412)
"1074",2628695,"Stanchfield","Populated Pl","Isanti County","2762356","Unorganized",69,"Within Township of Stanchfield",c(485836.2053, 5057693.0264)
"1075",2393255,"The Lakes","Populated Pl","Murray County","2764543","Unorganized",694,NA,c(281498.9842, 4886204.8674)
"1076",2583781,"The Ranch","Populated Pl","Mahnomen County","2764547","Unorganized",2,NA,c(296164.5688, 5244562.4022)
"1077",2583782,"Twin Lakes","Populated Pl","Mahnomen County","2765927","Unorganized",187,NA,c(299271.5577, 5232880.1618)
"1078",2628696,"Warsaw","Populated Pl","Rice County","2768260","Unorganized",721,"Within Township of Warsaw",c(468751.6713, 4899593.4204)
"1079",2628825,"West Roy Lake","Populated Pl","Mahnomen County","2769690","Unorganized",62,NA,c(303925.6757, 5244274.7202)
"1080",2628826,"Whipholt","Populated Pl","Cass County","2769880","Unorganized",92,"Within Township of Pine Lake",c(395983.7181, 5211544.0713)
"1081",2393193,"Ponemah","Populated Pl","Beltrami County","2751892","Unorganized",618,"Also Ponemah District - Tribal",c(357404.1875, 5320147.2813)
